SearchBayesianSkopt: New best config found. Config 0: {'topK': 541, 'shrink': 696, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.23150684257419113, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1236453, PRECISION: 0.0251019, PRECISION_RECALL_MIN_DEN: 0.0947887, RECALL: 0.0927005, MAP: 0.0434881, MRR: 0.0885783, NDCG: 0.0657128, F1: 0.0395062, HIT_RATE: 0.2510192, ARHR: 0.0996738, NOVELTY: 0.0045706, AVERAGE_POPULARITY: 0.1488104, DIVERSITY_MEAN_INTER_LIST: 0.9685143, DIVERSITY_HERFINDAHL: 0.9968326, COVERAGE_ITEM: 0.3250818, COVERAGE_ITEM_CORRECT: 0.0236381, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1278470, DIVERSITY_GINI: 0.0811185, SHANNON_ENTROPY: 10.4064486, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'topK': 541, 'shrink': 696, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.23150684257419113, 'feature_weighting': 'TF-IDF'} - results:
CUTOFF: 10 - ROC_AUC: 0.1358579, PRECISION: 0.0279556, PRECISION_RECALL_MIN_DEN: 0.0910653, RECALL: 0.0879088, MAP: 0.0400608, MRR: 0.0963954, NDCG: 0.0639393, F1: 0.0424211, HIT_RATE: 0.2795564, ARHR: 0.1079622, NOVELTY: 0.0045806, AVERAGE_POPULARITY: 0.1466817, DIVERSITY_MEAN_INTER_LIST: 0.9694400, DIVERSITY_HERFINDAHL: 0.9969267, COVERAGE_ITEM: 0.3449856, COVERAGE_ITEM_CORRECT: 0.0256785, COVERAGE_USER: 0.7035359, COVERAGE_USER_CORRECT: 0.1545237, DIVERSITY_GINI: 0.0856890, SHANNON_ENTROPY: 10.4790951, 

SearchBayesianSkopt: New best config found. Config 1: {'topK': 226, 'shrink': 1708, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9387777395159229, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1262950, PRECISION: 0.0257426, PRECISION_RECALL_MIN_DEN: 0.0956336, RECALL: 0.0934245, MAP: 0.0440276, MRR: 0.0901162, NDCG: 0.0664990, F1: 0.0403633, HIT_RATE: 0.2574257, ARHR: 0.1021587, NOVELTY: 0.0046708, AVERAGE_POPULARITY: 0.1234783, DIVERSITY_MEAN_INTER_LIST: 0.9782663, DIVERSITY_HERFINDAHL: 0.9978076, COVERAGE_ITEM: 0.3546487, COVERAGE_ITEM_CORRECT: 0.0250626, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1292312, DIVERSITY_GINI: 0.0979574, SHANNON_ENTROPY: 10.8360622, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'topK': 226, 'shrink': 1708, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9387777395159229, 'feature_weighting': 'TF-IDF'} - results:
CUTOFF: 10 - ROC_AUC: 0.1382056, PRECISION: 0.0282239, PRECISION_RECALL_MIN_DEN: 0.0904010, RECALL: 0.0871310, MAP: 0.0411418, MRR: 0.1001314, NDCG: 0.0648941, F1: 0.0426367, HIT_RATE: 0.2822393, ARHR: 0.1123298, NOVELTY: 0.0046789, AVERAGE_POPULARITY: 0.1218219, DIVERSITY_MEAN_INTER_LIST: 0.9787395, DIVERSITY_HERFINDAHL: 0.9978564, COVERAGE_ITEM: 0.3728585, COVERAGE_ITEM_CORRECT: 0.0281424, COVERAGE_USER: 0.7035359, COVERAGE_USER_CORRECT: 0.1532654, DIVERSITY_GINI: 0.1021777, SHANNON_ENTROPY: 10.8947245, 

SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 1405, 'shrink': 488, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0361127220922057, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1237608, PRECISION: 0.0245001, PRECISION_RECALL_MIN_DEN: 0.0936494, RECALL: 0.0916818, MAP: 0.0434343, MRR: 0.0878527, NDCG: 0.0653167, F1: 0.0386672, HIT_RATE: 0.2450010, ARHR: 0.0987155, NOVELTY: 0.0046527, AVERAGE_POPULARITY: 0.1389524, DIVERSITY_MEAN_INTER_LIST: 0.9721321, DIVERSITY_HERFINDAHL: 0.9971943, COVERAGE_ITEM: 0.3594225, COVERAGE_ITEM_CORRECT: 0.0227141, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1257078, DIVERSITY_GINI: 0.1005205, SHANNON_ENTROPY: 10.7389629, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 1160, 'shrink': 1516, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3225966916867689, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1230645, PRECISION: 0.0246554, PRECISION_RECALL_MIN_DEN: 0.0939963, RECALL: 0.0920115, MAP: 0.0432397, MRR: 0.0882294, NDCG: 0.0652630, F1: 0.0388899, HIT_RATE: 0.2465541, ARHR: 0.0989272, NOVELTY: 0.0045509, AVERAGE_POPULARITY: 0.1554389, DIVERSITY_MEAN_INTER_LIST: 0.9651087, DIVERSITY_HERFINDAHL: 0.9964921, COVERAGE_ITEM: 0.3210780, COVERAGE_ITEM_CORRECT: 0.0229836, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1263370, DIVERSITY_GINI: 0.0787796, SHANNON_ENTROPY: 10.3128700, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 1292, 'shrink': 1681, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3703805161266874, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1236448, PRECISION: 0.0246748, PRECISION_RECALL_MIN_DEN: 0.0941176, RECALL: 0.0921346, MAP: 0.0432696, MRR: 0.0884762, NDCG: 0.0653512, F1: 0.0389250, HIT_RATE: 0.2467482, ARHR: 0.0991075, NOVELTY: 0.0045512, AVERAGE_POPULARITY: 0.1553809, DIVERSITY_MEAN_INTER_LIST: 0.9651311, DIVERSITY_HERFINDAHL: 0.9964944, COVERAGE_ITEM: 0.3208855, COVERAGE_ITEM_CORRECT: 0.0229066, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1268403, DIVERSITY_GINI: 0.0787913, SHANNON_ENTROPY: 10.3137961, 
